nation,date,Region,Total Population,GDP/Person (PPP$),Life Expectancy (y),Log(Total Population),Log(GDP/Person [PPP$])
Guatemala,2010,America,"14,388,929",5181.687337,71.1,7.15802847,3.714471204
Bosnia and Herzegovina,1800,Europe & Central Asia,"851,806",490.8246925,35.1,5.930340695,2.690926403
Bosnia and Herzegovina,1810,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1820,Europe & Central Asia,"851,806",501.1211031,,5.930340695,2.699942692
Bosnia and Herzegovina,1830,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1840,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1850,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1860,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1870,Europe & Central Asia,,402.623143,,,2.604898735
Bosnia and Herzegovina,1880,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1890,Europe & Central Asia,,566.6468289,,,2.753312463
Bosnia and Herzegovina,1900,Europe & Central Asia,,606.2840204,,,2.782676122
Bosnia and Herzegovina,1910,Europe & Central Asia,,710.414772,,,2.851511983
Bosnia and Herzegovina,1920,Europe & Central Asia,,693.1463625,35.1,,2.840824948
Bosnia and Herzegovina,1930,Europe & Central Asia,,886.2027337,,,2.947533085
Bosnia and Herzegovina,1940,Europe & Central Asia,,,,,
Bosnia and Herzegovina,1950,Europe & Central Asia,"2,661,293",1042.495709,51.422,6.425092692,3.018074276
Bosnia and Herzegovina,1960,Europe & Central Asia,"3,180,020",1638.058291,60.35,6.502429851,3.214329352
Bosnia and Herzegovina,1970,Europe & Central Asia,"3,564,389",2523.607029,66.181,6.551985095,3.402021728
Bosnia and Herzegovina,1980,Europe & Central Asia,"3,913,536",4075.453464,70.395,6.592569333,3.610175938
Bosnia and Herzegovina,1990,Europe & Central Asia,"4,308,197",3844.612477,67.179,6.634295554,3.584852571
Bosnia and Herzegovina,2000,Europe & Central Asia,"3,693,698",5733.14818,74.882,6.567461384,3.758393167
Bosnia and Herzegovina,2010,Europe & Central Asia,"3,760,149",7596.007881,75.898,6.575205055,3.880585407
Kuwait,1800,Middle East & North Africa,"81,280",661.9023758,26,4.909983695,2.82079394
Kuwait,1810,Middle East & North Africa,,,,,
Kuwait,1820,Middle East & North Africa,"81,280",665.0331287,,4.909983695,2.82284328
Kuwait,1830,Middle East & North Africa,,,,,
Kuwait,1840,Middle East & North Africa,,,,,
Kuwait,1850,Middle East & North Africa,,,,,
Kuwait,1860,Middle East & North Africa,,,,,
Kuwait,1870,Middle East & North Africa,"81,280",,,4.909983695,
Kuwait,1880,Middle East & North Africa,,,,,
Kuwait,1890,Middle East & North Africa,,,,,
Kuwait,1900,Middle East & North Africa,,,,,
Kuwait,1910,Middle East & North Africa,,,,,
Kuwait,1920,Middle East & North Africa,,,,,
Kuwait,1930,Middle East & North Africa,,,,,
Kuwait,1940,Middle East & North Africa,,,,,
Kuwait,1950,Middle East & North Africa,"152,251",104248.0536,51.274,5.182560154,5.018067955
Kuwait,1960,Middle East & North Africa,"263,718",104014.691,60.104,5.421139773,5.017094683
Kuwait,1970,Middle East & North Africa,"753,142",110805.2333,65.857,5.876876867,5.044560272
Kuwait,1980,Middle East & North Africa,"1,376,963",47907.19363,69.477,6.138922271,4.680400731
Kuwait,1990,Middle East & North Africa,"2,087,687",22095.96056,72.08,6.319665387,4.344312886
Kuwait,2000,Middle East & North Africa,"1,940,786",36397.95992,73.133,6.287977651,4.561077042
Kuwait,2010,Middle East & North Africa,"2,736,732",39766.96425,73.992,6.43723227,4.599522439
Jordan,1800,Middle East & North Africa,"217,000",528.6885345,31.7,5.336459734,2.723199892
Jordan,1810,Middle East & North Africa,,,,,
Jordan,1820,Middle East & North Africa,"217,000",528.6885345,,5.336459734,2.723199892
Jordan,1830,Middle East & North Africa,,,,,
Jordan,1840,Middle East & North Africa,,,,,
Jordan,1850,Middle East & North Africa,,,,,
Jordan,1860,Middle East & North Africa,,,,,
Jordan,1870,Middle East & North Africa,"266,000",643.5782922,,5.424881637,2.808601387
Jordan,1880,Middle East & North Africa,,,,,
Jordan,1890,Middle East & North Africa,,,,,
Jordan,1900,Middle East & North Africa,,,,,
Jordan,1910,Middle East & North Africa,,,,,
Jordan,1920,Middle East & North Africa,,,,,
Jordan,1930,Middle East & North Africa,,,,,
Jordan,1940,Middle East & North Africa,,,,,
Jordan,1950,Middle East & North Africa,"448,861",1490.667614,44.763,5.652111873,3.173380816
Jordan,1960,Middle East & North Africa,"895,357",2088.366399,52.651,5.951996233,3.319806697
Jordan,1970,Middle East & North Africa,"1,666,920",2147.053028,60.171,6.221914757,3.331842771
Jordan,1980,Middle East & North Africa,"2,298,691",4015.317136,66.206,6.361480595,3.603719852
Jordan,1990,Middle East & North Africa,"3,415,567",3399.095113,69.87,6.533462809,3.531363317
Jordan,2000,Middle East & North Africa,"4,827,096",3664.557531,71.724,6.683685936,3.564021544
Jordan,2010,Middle East & North Africa,"6,187,227",5201.959287,73.39,6.79149605,3.716166949
"Congo, Rep.",1800,Sub-Saharan Africa,"314,465",387.3762863,32.7,5.497572315,2.588133031
"Congo, Rep.",1810,Sub-Saharan Africa,,,,,
"Congo, Rep.",1820,Sub-Saharan Africa,"314,465",387.3762863,,5.497572315,2.588133031
"Congo, Rep.",1830,Sub-Saharan Africa,,,,,
"Congo, Rep.",1840,Sub-Saharan Africa,,,,,
"Congo, Rep.",1850,Sub-Saharan Africa,,,,,
"Congo, Rep.",1860,Sub-Saharan Africa,,,,,
"Congo, Rep.",1870,Sub-Saharan Africa,,,,,
"Congo, Rep.",1880,Sub-Saharan Africa,,,,,
"Congo, Rep.",1890,Sub-Saharan Africa,,,,,
"Congo, Rep.",1900,Sub-Saharan Africa,,,,,
"Congo, Rep.",1910,Sub-Saharan Africa,,,,,
"Congo, Rep.",1920,Sub-Saharan Africa,,,,,
"Congo, Rep.",1930,Sub-Saharan Africa,,,,,
"Congo, Rep.",1940,Sub-Saharan Africa,,,,,
"Congo, Rep.",1950,Sub-Saharan Africa,"807,726",2045.705876,41.625,5.907264063,3.310843193
"Congo, Rep.",1960,Sub-Saharan Africa,"1,013,581",2416.96786,48.612,6.005858461,3.383270875
"Congo, Rep.",1970,Sub-Saharan Africa,"1,335,088",2896.111331,53.39,6.125509892,3.461815253
"Congo, Rep.",1980,Sub-Saharan Africa,"1,798,285",3968.450337,56.167,6.254858522,3.59862095
"Congo, Rep.",1990,Sub-Saharan Africa,"2,388,902",4066.158831,55.202,6.378198334,3.609184339
"Congo, Rep.",2000,Sub-Saharan Africa,"3,135,773",3423.522265,52.326,6.496344616,3.534473157
"Congo, Rep.",2010,Sub-Saharan Africa,"4,042,899",4049.163661,57.229,6.606692892,3.607365331
Spain,1800,Europe & Central Asia,"11,549,294",1443.016352,29.5,7.062555437,3.159271252
Spain,1810,Europe & Central Asia,,1476.301418,,,3.169175037
Spain,1820,Europe & Central Asia,"12,203,000",1510.354248,,7.086466611,3.179078821
Spain,1830,Europe & Central Asia,"13,041,000",1544.933874,,7.115310895,3.188909896
Spain,1840,Europe & Central Asia,"13,937,000",1580.305203,,7.1441693,3.19874097
Spain,1850,Europe & Central Asia,"14,894,000",1616.48636,,7.17301135,3.208572044
Spain,1860,Europe & Central Asia,"15,642,000",1852.464896,,7.194292282,3.267749987
Spain,1870,Europe & Central Asia,"16,201,000",1808.896997,,7.209541822,3.257413838
Spain,1880,Europe & Central Asia,"16,859,000",2466.645896,,7.226831811,3.392106808
Spain,1890,Europe & Central Asia,"17,757,000",2433.807547,,7.249369595,3.386286233
Spain,1900,Europe & Central Asia,"18,566,000",2676.85096,34.8,7.268718346,3.427624191
Spain,1910,Europe & Central Asia,"19,858,000",2839.938696,40.92,7.297935506,3.453308965
Spain,1920,Europe & Central Asia,"21,232,000",3262.654156,39.31,7.326990906,3.513571041
Spain,1930,Europe & Central Asia,"23,445,000",3926.822373,49.34,7.370050237,3.594041257
Spain,1940,Europe & Central Asia,"25,757,000",3117.622939,48.39,7.410895278,3.493823588
Spain,1950,Europe & Central Asia,"28,069,737",3280.315024,61.87,7.448238344,3.515915553
Spain,1960,Europe & Central Asia,"30,413,044",4603.06757,69.27,7.48305989,3.66304735
Spain,1970,Europe & Central Asia,"33,791,761",9469.633593,72.24,7.528810825,3.976333175
Spain,1980,Europe & Central Asia,"37,495,321",13790.56055,75.6,7.573977076,4.139581919
Spain,1990,Europe & Central Asia,"38,889,158",18064.9166,76.99,7.58982854,4.256835961
Spain,2000,Europe & Central Asia,"40,288,457",23410.16483,79.34,7.605180635,4.369404472
Spain,2010,Europe & Central Asia,"46,076,989",26779.63704,81.656,7.663484091,4.427804686
Liberia,1800,Sub-Saharan Africa,"313,543",544.6538434,31.1,5.496297109,2.736120573
Liberia,1810,Sub-Saharan Africa,,,,,
Liberia,1820,Sub-Saharan Africa,"313,543",544.6538434,,5.496297109,2.736120573
Liberia,1830,Sub-Saharan Africa,,,,,
Liberia,1840,Sub-Saharan Africa,,,,,
Liberia,1850,Sub-Saharan Africa,,,,,
Liberia,1860,Sub-Saharan Africa,,,,,
Liberia,1870,Sub-Saharan Africa,,,,,
Liberia,1880,Sub-Saharan Africa,,,,,
Liberia,1890,Sub-Saharan Africa,,,,,
Liberia,1900,Sub-Saharan Africa,,,,,
Liberia,1910,Sub-Saharan Africa,,,,,
Liberia,1920,Sub-Saharan Africa,,,,,
Liberia,1930,Sub-Saharan Africa,,,,,
Liberia,1940,Sub-Saharan Africa,,,,,
Liberia,1950,Sub-Saharan Africa,"911,140",553.438512,32.69,5.959585113,2.743069377
Liberia,1960,Sub-Saharan Africa,"1,115,736",645.1650278,34.671,6.047561446,2.809670818
Liberia,1970,Sub-Saharan Africa,"1,439,677",782.6080535,39.254,6.158265067,2.893544313
Liberia,1980,Sub-Saharan Africa,"1,922,536",609.8466372,45.996,6.283874481,2.785220633
Liberia,1990,Sub-Saharan Africa,"2,127,098",556.5192717,47.183,6.327787499,2.745480208
Liberia,2000,Sub-Saharan Africa,"2,847,290",519.4898757,52.424,6.454431703,2.715577088
Liberia,2010,Sub-Saharan Africa,"3,994,122",450.1173633,59.459,6.601421326,2.653325766
Netherlands,1800,Europe & Central Asia,"2,254,522",2412.432677,39.86,6.353054478,3.382455202
Netherlands,1810,Europe & Central Asia,,2430.603379,,,3.385714097
Netherlands,1820,Europe & Central Asia,"2,333,000",2501.287245,,6.367914739,3.398163568
Netherlands,1830,Europe & Central Asia,"2,633,000",2484.287597,,6.420450859,3.395201871
Netherlands,1840,Europe & Central Asia,"2,886,000",2916.677268,,6.460296327,3.464888377
Netherlands,1850,Europe & Central Asia,"3,098,000",2991.964987,39.86,6.491081413,3.475956507
Netherlands,1860,Europe & Central Asia,"3,318,000",2990.16984,36.91,6.520876382,3.475695857
Netherlands,1870,Europe & Central Asia,"3,610,000",3390.102823,37.34,6.557507202,3.530212871
Netherlands,1880,Europe & Central Asia,"4,043,000",3485.253741,40.39,6.606703741,3.542234402
Netherlands,1890,Europe & Central Asia,"4,535,000",3672.77839,44.4,6.656577291,3.564994724
Netherlands,1900,Europe & Central Asia,"5,142,000",3713.308438,48.4,6.711132072,3.569761024
Netherlands,1910,Europe & Central Asia,"5,922,000",4088.215502,55.14,6.772468403,3.611533781
Netherlands,1920,Europe & Central Asia,"6,848,000",4230.580436,57.84,6.835563752,3.626399957
Netherlands,1930,Europe & Central Asia,"7,884,000",6309.258452,64.73,6.896746616,3.799978318
Netherlands,1940,Europe & Central Asia,"8,879,000",5796.485791,65.4,6.948364056,3.763164776
Netherlands,1950,Europe & Central Asia,"10,027,047",7407.846801,71.45,7.001173051,3.869691992
Netherlands,1960,Europe & Central Asia,"11,418,460",10620.97532,73.37,7.057607535,4.0261644
Netherlands,1970,Europe & Central Asia,"12,958,757",16036.47361,73.6,7.112563346,4.205108874
Netherlands,1980,Europe & Central Asia,"14,088,274",20372.20856,75.76,7.14885779,4.309038114
Netherlands,1990,Europe & Central Asia,"14,891,719",24902.12325,77.05,7.172944833,4.396236378
Netherlands,2000,Europe & Central Asia,"15,862,825",33000.17201,78.24,7.200380533,4.518516204
Netherlands,2010,Europe & Central Asia,"16,612,988",36526.12179,80.621,7.220447751,4.562603563
Paraguay,1800,America,"143,000",564.1589306,35.5,5.155336037,2.751401467
Paraguay,1810,America,,,,,
Paraguay,1820,America,"143,000",564.1589306,,5.155336037,2.751401467
Paraguay,1830,America,,,,,
Paraguay,1840,America,,,,,
Paraguay,1850,America,"350,000",,,5.544068044,
Paraguay,1860,America,,,,,
Paraguay,1870,America,"384,000",,,5.584331224,
Paraguay,1880,America,,,,,
Paraguay,1890,America,,,,,
Paraguay,1900,America,"440,000",,,5.643452676,
Paraguay,1910,America,"554,000",,,5.743509765,
Paraguay,1920,America,"699,000",,,5.844477176,
Paraguay,1930,America,"880,000",,,5.944482672,
Paraguay,1940,America,"1,111,000",2271.972527,,6.045714059,3.356403076
Paraguay,1950,America,"1,473,245",2054.02978,62.688,6.168274976,3.312606736
Paraguay,1960,America,"1,905,829",2016.412249,63.879,6.280083931,3.304579327
Paraguay,1970,America,"2,482,508",2426.645304,65.487,6.394890657,3.385006301
Paraguay,1980,America,"3,194,768",4283.089644,66.794,6.504439326,3.631757164
Paraguay,1990,America,"4,243,860",4261.105759,68.015,6.627761049,3.629522313
Paraguay,2000,America,"5,343,539",3907.299889,70.073,6.727828983,3.591876745
Paraguay,2010,America,"6,454,548",4508.385932,72.016,6.809865835,3.654021086
Pakistan,1800,South Asia,"13,123,633",665.7235186,25.9,7.118054077,2.8232939
Pakistan,1810,South Asia,,663.9939231,,,2.822164105
Pakistan,1820,South Asia,"13,651,000",662.2688212,,7.135164467,2.821034309
Pakistan,1830,South Asia,,662.2284865,,,2.821007858
Pakistan,1840,South Asia,,662.1881543,,,2.820981408
Pakistan,1850,South Asia,,662.1478246,,,2.820954957
Pakistan,1860,South Asia,,662.2298964,,,2.821008783
Pakistan,1870,South Asia,"16,090,000",662.3119784,,7.206556044,2.82106261
Pakistan,1880,South Asia,,677.6732924,,,2.83102037
Pakistan,1890,South Asia,,725.682788,,,2.860746822
Pakistan,1900,South Asia,,744.3628026,,,2.871784662
Pakistan,1910,South Asia,,865.3756418,,,2.937204667
Pakistan,1920,South Asia,,788.8450376,,,2.896991698
Pakistan,1930,South Asia,,901.4374928,,,2.954935617
Pakistan,1940,South Asia,,852.5769895,,,2.930733607
Pakistan,1950,South Asia,"37,542,380",739.1331327,36.039,7.574521801,2.868722671
Pakistan,1960,South Asia,"45,920,204",744.1797942,46.413,7.662003809,2.871677874
Pakistan,1970,South Asia,"59,382,651",1093.770729,53.482,7.773659582,3.038926297
Pakistan,1980,South Asia,"80,492,664",1334.099512,58.023,7.905756301,3.125188225
Pakistan,1990,South Asia,"111,844,679",1825.996628,61.142,8.048615327,3.261499971
Pakistan,2000,South Asia,"144,522,192",2086.457879,63.854,8.15993454,3.319409622
Pakistan,2010,South Asia,"173,593,383",2614.772162,66.11,8.239533167,3.417433853
Oman,1800,Middle East & North Africa,"318,000",882.536501,32.3,5.50242712,2.945732677
Oman,1810,Middle East & North Africa,,,,,
Oman,1820,Middle East & North Africa,"318,000",886.7108382,,5.50242712,2.947782017
Oman,1830,Middle East & North Africa,,,,,
Oman,1840,Middle East & North Africa,,,,,
Oman,1850,Middle East & North Africa,,,,,
Oman,1860,Middle East & North Africa,,,,,
Oman,1870,Middle East & North Africa,"367,000",,,5.564666064,
Oman,1880,Middle East & North Africa,,,,,
Oman,1890,Middle East & North Africa,,,,,
Oman,1900,Middle East & North Africa,,,,,
Oman,1910,Middle East & North Africa,,,,,
Oman,1920,Middle East & North Africa,,,,,
Oman,1930,Middle East & North Africa,,,,,
Oman,1940,Middle East & North Africa,,,,,
Oman,1950,Middle East & North Africa,"456,418",1681.630529,34.192,5.659362764,3.225730583
Oman,1960,Middle East & North Africa,"557,492",2522.625155,42.672,5.74623864,3.401852722
Oman,1970,Middle East & North Africa,"731,703",10251.6266,50.31,5.864334836,4.010792779
Oman,1980,Middle East & North Africa,"1,181,337",10989.4288,59.757,6.072373806,4.04097512
Oman,1990,Middle East & North Africa,"1,868,055",17485.61204,67.179,6.271389659,4.242680838
Oman,2000,Middle East & North Africa,"2,264,163",19204.28588,72.139,6.354907689,4.283398162
Oman,2010,Middle East & North Africa,"2,782,435",29371.91689,75.721,6.444425028,4.467932291
Tanzania,1800,Sub-Saharan Africa,"3,019,768",470.6448695,32.2,6.479973579,2.672693329
Tanzania,1810,Sub-Saharan Africa,,,,,
Tanzania,1820,Sub-Saharan Africa,"3,019,768",470.6448695,,6.479973579,2.672693329
Tanzania,1830,Sub-Saharan Africa,,,,,
Tanzania,1840,Sub-Saharan Africa,,,,,
Tanzania,1850,Sub-Saharan Africa,,,,,
Tanzania,1860,Sub-Saharan Africa,,,,,
Tanzania,1870,Sub-Saharan Africa,,,,,
Tanzania,1880,Sub-Saharan Africa,,,,,
Tanzania,1890,Sub-Saharan Africa,,,,,
Tanzania,1900,Sub-Saharan Africa,,,,,
Tanzania,1910,Sub-Saharan Africa,,,,,
Tanzania,1920,Sub-Saharan Africa,,,,,
Tanzania,1930,Sub-Saharan Africa,,,,,
Tanzania,1940,Sub-Saharan Africa,,,,,
Tanzania,1950,Sub-Saharan Africa,"7,649,766",654.2147474,40.402,6.883648151,2.81572033
Tanzania,1960,Sub-Saharan Africa,"10,074,485",708.8732109,43.685,7.003222855,2.850568564
Tanzania,1970,Sub-Saharan Africa,"13,604,523",877.543692,46.714,7.133683319,2.943268749
Tanzania,1980,Sub-Saharan Africa,"18,685,789",925.3205083,50.531,7.27151144,2.966292188
Tanzania,1990,Sub-Saharan Africa,"25,478,979",850.8079326,50.496,7.406182021,2.92983153
Tanzania,2000,Sub-Saharan Africa,"34,038,161",826.2347663,50.01,7.531966088,2.917103465
Tanzania,2010,Sub-Saharan Africa,"44,841,226",1229.299421,59.224,7.651677478,3.089657677
Martinique,1800,America,"84,039",944.0485757,,4.924480876,2.974994341
Martinique,1810,America,,,,,
Martinique,1820,America,"84,039",944.0485757,,4.924480876,2.974994341
Martinique,1830,America,,,,,
Martinique,1840,America,,,,,
Martinique,1850,America,,,,,
Martinique,1860,America,,,,,
Martinique,1870,America,,,,,
Martinique,1880,America,,,,,
Martinique,1890,America,,,,,
Martinique,1900,America,,,,,
Martinique,1910,America,,,,,
Martinique,1920,America,,,,,
Martinique,1930,America,,,,,
Martinique,1940,America,,,,,
Martinique,1950,America,"222,001",3009.888416,54.153,5.346354931,3.478550396
Martinique,1960,America,"281,865",,60.413,5.450041152,
Martinique,1970,America,"325,561",,65.986,5.512632374,
Martinique,1980,America,"326,254",,70.821,5.513555845,
Martinique,1990,America,"359,377",11068.34813,74.789,5.555550279,4.04408281
Martinique,2000,America,"385,349",,78.191,5.585854236,
Martinique,2010,America,"405,814",,80.71,5.608327025,
West Bank and Gaza,1800,Middle East & North Africa,"165,944",735.4470842,31,5.219961554,2.86655143
West Bank and Gaza,1810,Middle East & North Africa,,,,,
West Bank and Gaza,1820,Middle East & North Africa,,738.9256985,,,2.868600771
West Bank and Gaza,1830,Middle East & North Africa,,,,,
West Bank and Gaza,1840,Middle East & North Africa,,,,,
West Bank and Gaza,1850,Middle East & North Africa,"165,944",,,5.219961554,
West Bank and Gaza,1860,Middle East & North Africa,"180,099",,,5.255511301,
West Bank and Gaza,1870,Middle East & North Africa,,,,,
West Bank and Gaza,1880,Middle East & North Africa,"223,014",,,5.348332127,
West Bank and Gaza,1890,Middle East & North Africa,"251,909",,,5.401243684,
West Bank and Gaza,1900,Middle East & North Africa,"286,294",,31.5,5.456812246,
West Bank and Gaza,1910,Middle East & North Africa,"328,599",,,5.516666237,
West Bank and Gaza,1920,Middle East & North Africa,,,,,
West Bank and Gaza,1930,Middle East & North Africa,,,33,,
West Bank and Gaza,1940,Middle East & North Africa,"703,338",,,5.847164082,
West Bank and Gaza,1950,Middle East & North Africa,"931,926",1405.453874,46.121,5.969381428,3.147816597
West Bank and Gaza,1960,Middle East & North Africa,"1,069,013",2039.717191,49.332,6.028982987,3.309569956
West Bank and Gaza,1970,Middle East & North Africa,"1,124,591",2931.074659,55.736,6.050994604,3.467026881
West Bank and Gaza,1980,Middle East & North Africa,"1,510,360",4062.853591,62.755,6.179080475,3.608831172
West Bank and Gaza,1990,Middle East & North Africa,"2,081,424",5635.476659,68.077,6.318360558,3.750930655
West Bank and Gaza,2000,Middle East & North Africa,"3,198,560",7586.317299,70.929,6.504954502,3.880031003
West Bank and Gaza,2010,Middle East & North Africa,"4,039,192",3934.957429,72.64,6.606294498,3.594940038
Gabon,1800,Sub-Saharan Africa,"158,227",377.5397953,30.6,5.199280594,2.576962736
